id_dataset,code_secteur,code_site,nom_site,x_l93,y_l93,date_visite,observateurs,condition_prospection,nom_taxon,nom_complet_taxon,techn_observation,statut_observation,nb_ep_tot,nb_ep_w,nb_ep_dnf,nb_ep_df,annee,mois,jour,statut_presence,date_annee,annee_perm,annee_perm_index
85,J25,J25-040,kermorvan-dourduff,205251.22362737043,6852728.382831184,2018-05-29T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2018,5,29,0,149,2012,1
85,J25,J25-003,"Lieu-dit Rosludu, Le corniou rau",198045.81493633776,6860291.542584198,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,3,0,0,0,2017,5,30,0,150,2016,5
85,J25,J25-037,lanleva,205727.5587680767,6854534.539706487,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,1,1,0,0,2017,5,30,1,150,2019,8
85,J25,J25-005,Impasse de Kerbriant,196810.47618797416,6863851.751668579,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2016,5,20,0,141,2011,0
85,J25,J25-008,Lieu-dit Kerlohou,199000.5080580875,6865002.471616355,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2016,5
85,J25,J25-010,"Lieu-dit Traon Stong, Pontplencoat",200368.6236151961,6861775.022808081,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2011,0
85,J25,J25-039,lestourduff-douron,206472.24836277636,6856358.397228219,2018-05-29T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2018,5,29,0,149,2023,12
85,J25,J25-023,Kozampaul,208259.1026853262,6863018.674567544,2014-04-22T00:00:00Z,BTS GPN Suscinio,Bonnes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2014,4,22,0,112,2018,7
85,J25,J25-019,Crec'h HervÃ© Bihan-aff.Dourduff,204627.7707494144,6857775.708015483,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2019,8
85,J25,J25-023,Kozampaul,208259.1026853262,6863018.674567544,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2016,5,20,0,141,2017,6
85,J25,J25-026,ContinuitÃ© de sentier de la PÃ©ninsole,209204.2043870018,6862827.056718966,2014-04-22T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,1,0,1,0,2014,4,22,1,112,2016,5
85,J25,J25-026,ContinuitÃ© de sentier de la PÃ©ninsole,209204.2043870018,6862827.056718966,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,1,0,1,0,2016,5,20,1,141,2018,7
85,J25,J25-036,coat sao-ruisseau,205887.83898058865,6853526.549500709,2014-04-22T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,0,0,1,0,2014,4,22,1,112,2014,3
85,J25,J25-022,Traon Dour,207501.39052856347,6862645.100988084,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2018,7
85,J25,J25-003,"Lieu-dit Rosludu, Le corniou rau",198045.81493633776,6860291.542584198,2018-05-29T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2018,5,29,0,149,2019,8
85,J25,J25-023,Kozampaul,208259.1026853262,6863018.674567544,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2014,3
85,J25,J25-029,Kergonan,207462.2236740786,6861347.2085167365,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2016,5,20,0,141,2012,1
85,J25,J25-024,Sur le sentier de la Peninsole,208913.0120928834,6863566.943521222,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2019,8
85,J25,J25-054,Les 3 vallÃ©es-Dourduff,199929.57686663984,6855996.440980227,2014-04-22T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2014,4,22,0,112,2023,12
85,J25,J25-026,ContinuitÃ© de sentier de la PÃ©ninsole,209204.2043870018,6862827.056718966,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2012,1
85,J25,J25-027,Kerudal,208631.15566600626,6861812.424482265,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,1,0,1,0,2017,5,30,1,150,2016,5
85,J25,J25-011,Kermoran-Pontplencoat,201570.17038311652,6861906.423581969,2018-05-29T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2018,5,29,0,149,2019,8
85,J25,J25-053,BeausÃ©jour-Dourduff,200730.5458513273,6856244.774722425,2014-04-22T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2014,4,22,0,112,2018,7
85,J25,J25-034,Porscoadalen - rui.,206899.9940117281,6853373.946110477,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2014,3
85,J25,J25-036,coat sao-ruisseau,205887.83898058865,6853526.549500709,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2016,5,20,0,141,2012,1
85,J25,J25-014,Goris-la vallÃ©e des moulins,202645.26572384755,6863924.020617544,2018-05-29T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2018,5,29,0,149,2017,6
85,J25,J25-039,lestourduff-douron,206472.24836277636,6856358.397228219,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2016,5,20,0,141,2019,8
85,J25,J25-013,Kervoaziou-la vallÃ©e des moulins,202746.35001409322,6863210.558236295,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2019,8
85,J25,J25-060,Rue Sainte GeneviÃ¨ve-Garlan,198645.3166198826,6854254.0010517975,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2014,3
85,J25,J25-059,Kerozar-Garlan,198754.69255536416,6853975.2976663485,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2016,5
85,J25,J25-011,Kermoran-Pontplencoat,201570.17038311652,6861906.423581969,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2016,5,20,0,141,2011,0
85,J25,J25-058,Pennanroz-Garlan,200278.7284768775,6854151.010629809,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2011,0
85,J25,J25-057,Coat grall-Dourduff,199453.82051680086,6855598.062795871,2017-05-30T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2011,0
85,J25,J25-013,Kervoaziou-la vallÃ©e des moulins,202746.35001409322,6863210.558236295,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2016,5,20,0,141,2011,0
85,J25,J25-014,Goris-la vallÃ©e des moulins,202645.26572384755,6863924.020617544,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2016,5,20,0,141,2019,8
85,J25,J25-019,Crec'h HervÃ© Bihan-aff.Dourduff,204627.7707494144,6857775.708015483,2011-04-22T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2011,4,22,0,112,2016,5
85,J25,J25-055,Traon-Nevez-Dourduff,199698.41545244644,6855957.7957039485,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2011,0
85,J25,J25-010,"Lieu-dit Traon Stong, Pontplencoat",200368.6236151961,6861775.022808081,2018-05-28T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2018,5,28,0,148,2018,7
85,J25,J25-032,quelouarn-ruisseau,207969.99867292296,6853926.753725007,2019-05-21T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2019,5,21,0,141,2012,1
85,J25,J25-053,BeausÃ©jour-Dourduff,200730.5458513273,6856244.774722425,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,0,0,0,0,2017,5,30,0,150,2016,5
85,J25,J25-002,Le corniou rau,198562.95961799152,6860250.344900633,2012-03-13T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2012,3,13,0,73,2019,8
85,J25,J25-012,Kerarpont-Pontplencoat,202994.63375371892,6861363.380337897,2019-05-21T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2019,5,21,0,141,2018,7
85,J25,J25-018,Le Traon-aff.Lapic,208372.88759275188,6859869.824911443,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2016,5,20,0,141,2018,7
85,J25,J25-004,"Lieu-dit Milin ar C'hranken, Le corniou rau",196435.1375518224,6861850.3100996325,2012-03-13T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2012,3,13,0,73,2012,1
85,J25,J25-019,Crec'h HervÃ© Bihan-aff.Dourduff,204627.7707494144,6857775.708015483,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2016,5,20,0,141,2011,0
85,J25,J25-005,Impasse de Kerbriant,196810.47618797416,6863851.751668579,2012-03-13T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,5,4,0,1,2012,3,13,1,73,2012,1
85,J25,J25-014,Goris-la vallÃ©e des moulins,202645.26572384755,6863924.020617544,2011-04-22T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2011,4,22,0,112,2016,5
85,J25,J25-042,Moulin de la Salle,203668.77212142816,6853030.211863196,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2017,5,30,0,150,2011,0
85,J25,J25-017,TraonbÃ©zÃ©den-aff.Lapic,206927.727717579,6859692.451542788,2012-03-13T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2012,3,13,1,73,2019,8
85,J25,J25-018,Le Traon-aff.Lapic,208372.88759275188,6859869.824911443,2012-03-13T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,1,0,1,0,2012,3,13,0,73,2017,6
85,J25,J25-019,Crec'h HervÃ© Bihan-aff.Dourduff,204627.7707494144,6857775.708015483,2012-03-13T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2012,3,13,0,73,2017,6
85,J25,J25-007,Lieut-dit L'abbesse,198743.69999818644,6866152.030892862,2011-04-22T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,Empreintes et fÃ¨ces,Présent,4,2,2,0,2011,4,22,1,112,2012,1
85,J25,J25-020,KÃ©rangoff-aff.Dourduff,204434.10643731937,6858592.056338723,2012-03-13T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2012,3,13,0,73,2018,7
85,J25,J25-026,ContinuitÃ© de sentier de la PÃ©ninsole,209204.2043870018,6862827.056718966,2018-05-29T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,3,0,0,0,2018,5,29,1,149,2023,12
85,J25,J25-044,KERGUILLEM-DOURDUFF,204093.83239756327,6856273.202421147,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2016,5,20,0,141,2023,12
85,J25,J25-048,PONT HUBERT-DOURDUFF,201637.755084234,6855587.415012228,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,1,1,0,0,2017,5,30,1,150,2018,7
85,J25,J25-045,GuÃ©ronvel-dourduff,203465.11690555286,6855734.628900624,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,3,0,3,0,2016,5,20,1,141,2018,7
85,J25,J25-036,coat sao-ruisseau,205887.83898058865,6853526.549500709,2019-05-21T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2019,5,21,0,141,2018,7
85,J25,J25-021,Rupont,206683.82398606197,6862645.151607129,2012-03-13T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2012,3,13,0,73,2016,5
85,J25,J25-049,Kerverge-Belle fontaine,200899.0628571828,6855278.808279008,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,1,1,0,0,2017,5,30,1,150,2014,3
85,J25,J25-015,Kervron-la vallÃ©e des moulins,202290.30005823844,6864547.270801303,2019-05-21T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2019,5,21,0,141,2017,6
85,J25,J25-022,Traon Dour,207501.39052856347,6862645.100988084,2012-03-13T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,2,1,1,0,2012,3,13,1,73,2019,8
85,J25,J25-037,lanleva,205727.5587680767,6854534.539706487,2019-05-21T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2019,5,21,0,141,2023,12
85,J25,J25-048,PONT HUBERT-DOURDUFF,201637.755084234,6855587.415012228,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,1,1,0,0,2016,5,20,1,141,2017,6
85,J25,J25-041,Lezneven-,205138.28556778852,6853219.896202309,2018-05-29T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2018,5,29,0,149,2019,8
85,J25,J25-016,Kergaradec-Le Donan,202039.60678349243,6865019.642370639,2019-05-21T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2019,5,21,0,141,2018,7
85,J25,J25-042,Moulin de la Salle,203668.77212142816,6853030.211863196,2018-05-29T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2018,5,29,0,149,2018,7
85,J25,J25-027,Kerudal,208631.15566600626,6861812.424482265,2012-03-13T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2012,3,13,0,73,2017,6
85,J25,J25-043,Kermouster,204109.88632145093,6855663.175221199,2018-05-29T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,0,1,0,2,2018,5,29,1,149,2018,7
85,J25,J25-049,Kerverge-Belle fontaine,200899.0628571828,6855278.808279008,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,1,0,1,0,2016,5,20,1,141,2019,8
85,J25,J25-050,Dourduff,202987.8421907673,6857571.831747867,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,1,1,0,0,2017,5,30,1,150,2023,12
85,J25,J25-031,kerampont-ruisseau,207854.35493376944,6855549.200167844,2012-03-13T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,3,3,0,0,2012,3,13,1,73,2016,5
85,J25,J25-019,Crec'h HervÃ© Bihan-aff.Dourduff,204627.7707494144,6857775.708015483,2019-05-21T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2019,5,21,0,141,2012,1
85,J25,J25-050,Dourduff,202987.8421907673,6857571.831747867,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2016,5,20,0,141,2016,5
85,J25,J25-046,Pont Braz - aff. Dourduff,203149.001014086,6854944.724638275,2017-05-30T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Présent,1,1,0,0,2017,5,30,1,150,2014,3
85,J25,J25-029,Kergonan,207462.2236740786,6861347.2085167365,2018-05-29T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2018,5,29,0,149,2023,12
85,J25,J25-033,porscoadalen-ruisseau,206960.27656523214,6853242.860413759,2012-03-13T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2012,3,13,0,73,2014,3
85,J25,J25-020,KÃ©rangoff-aff.Dourduff,204434.10643731937,6858592.056338723,2019-05-21T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2019,5,21,0,141,2017,6
85,J25,J25-034,Porscoadalen - rui.,206899.9940117281,6853373.946110477,2018-05-29T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2018,5,29,0,149,2012,1
85,J25,J25-052,Kerovou-Garlan2,202437.03415472567,6857593.74475056,2016-05-20T00:00:00Z,BTS GPN Suscinio,Moyennes,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2016,5,20,0,141,2016,5
85,J25,J25-034,Porscoadalen - rui.,206899.9940117281,6853373.946110477,2012-03-13T00:00:00Z,BTS GPN Suscinio,Non renseignÃ©,"Lutra lutra (Linnaeus, 1758)",Lutra lutra,FÃ¨ces/Guano/Epreintes,Absent,0,0,0,0,2012,3,13,0,73,2018,7
